PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
Single Family Residential,3740 Michael Ave SW,Wyoming,MI,49509,2,1,,5227,1940,235,,42.8947907,-85.6949828,76000
Single Family Residential,124 36th St SW,Wyoming,MI,49548,,,,,,,,42.898381,-85.668869,98500
Single Family Residential,112 35th St SE,Wyoming,MI,49548,2,2,1343,8700,1935,347,,42.900211,-85.663209,95900
Single Family Residential,542 Buist SW,Wyoming,MI,49509,2,1,950,5270,1944,94,,42.9030732,-85.6781916,95000
Single Family Residential,217 Burt St SE,Wyoming,MI,49548,3,1.5,1000,5357,1930,191,,42.891081,-85.660211,81000
Single Family Residential,1955 Osmer Ave SW,Grand Rapids,MI,49509,4,1,1600,4791,1920,193,,42.9289569,-85.688915,97000
Single Family Residential,1731 Cleveland Ave SW,Wyoming,MI,49509,4,1,1302,4815,1940,98,,42.932555,-85.698519,98900
Single Family Residential,3928 Heron Ave SW,Wyoming,MI,49509,2,1,760,5227,1940,298,,42.892054,-85.698775,79000
Single Family Residential,255 Holly St SW,Wyoming,MI,49548,3,2,1408,5252,1930,241,,42.8757584,-85.6713438,94000
Single Family Residential,2614 Woodward Ave SW,Wyoming,MI,49509,3,3,1192,6534,1952,252,,42.916588,-85.682969,93500
Single Family Residential,2128 Denwood Ave SW,Wyoming,MI,49509,2,1,1172,4800,1930,246,,42.925449,-85.692537,77000
Single Family Residential,2229 Porter St SW,Wyoming,MI,49519,2,1,1300,9000,1957,228,,42.921531,-85.720709,91500
Single Family Residential,5807 Averill Ave SW,Wyoming,MI,49548,2,1,816,16000,1959,140,,42.858602,-85.671532,97500
Single Family Residential,4930 Haughey Ave SW,Wyoming,MI,49548,3,1,1008,,1955,292,,42.874203,-85.670028,100000
Single Family Residential,114 Murray St SW,Wyoming,MI,49548,2,1,792,5662,1930,289,,42.8847639,-85.668055,91500
Single Family Residential,4816 Walton Ave,Wyoming,MI,49548,,,,,,,,42.8766015,-85.6681013,100000
Single Family Residential,1724 Godfrey Ave SW,Wyoming,MI,49509,4,1,1596,5225,1900,322,,42.9326455,-85.6936224,79500
Single Family Residential,637 Marcia St SW,Wyoming,MI,49509,2,1,782,7405,1952,85,,42.8949799,-85.6813449,75100
Single Family Residential,3218 Homecrest Ave SW,Wyoming,MI,49509,,,,,,,,42.905052,-85.678811,100000
Single Family Residential,1417 Rathbone St SW,Wyoming,MI,49509,4,1,1165,9200,1927,343,,42.9364943,-85.7020614,85000
Single Family Residential,248 Elwell St SW,Wyoming,MI,49548,2,1,768,10296,1949,254,,42.877967,-85.671212,87500
Single Family Residential,122 34th St SE,Grand Rapids,MI,49548,2,1,912,6594,1926,87,,42.902265,-85.66302,91000
Single Family Residential,1616 Cleveland Ave SW,Wyoming,MI,49509,2,1,1016,4835,1929,210,,42.935025,-85.698096,79900
Single Family Residential,2428 Newstead Ave SW,Wyoming,MI,49509,,,,8276,,,,42.9199385,-85.6935933,96000
Single Family Residential,3107 Longstreet Ave SW,Wyoming,MI,49509,2,1,1100,5280,1940,351,,42.907723,-85.68211,78900
Single Family Residential,1802 Porter St SW,Wyoming,MI,49519,4,1,1400,6534,1920,14,,42.920695,-85.7110189,94350
Single Family Residential,4526 Walton SW,Wyoming,MI,49548,4,1,1014,6000,1950,361,,42.881775,-85.668126,98800
Single Family Residential,1413 Marquette St SW,Wyoming,MI,49509,4,2,1168,5662,1955,43,,42.93831,-85.702029,90000
Single Family Residential,2624 Charlesgate SW,Wyoming,MI,49509,2,1,1426,6098,1930,11,,42.91606,-85.679801,89900
Single Family Residential,2610 Riley Ave SW,Wyoming,MI,49509,2,1,720,8400,1940,33,,42.916592,-85.6869339,99500
Single Family Residential,321 Walter SE,Grand Rapids,MI,49548,4,1,1350,,1950,4,,42.892878,-85.65804,92000
Single Family Residential,2035 Wyoming SW,Wyoming,MI,49519,2,1,1752,8220,1930,42,,42.927238,-85.722468,92500
Single Family Residential,1119 Seneca St SW,Wyoming,MI,49509,2,1.5,1325,5040,1887,1,,42.931475,-85.6945591,86300
Single Family Residential,1645 Delwood Ave SW,Wyoming,MI,49509,2,1,858,,1928,4,,42.934278,-85.705506,99900
Multi-Family (2-4 Unit),1306 Rathbone SW,Wyoming,MI,49509,2,3,,4600,1925,30,,42.9361548,-85.6998867,99900
Condo/Co-op,2841 Harmony Ct SW #24,Wyoming,MI,49519,2,2,1070,,2016,224,200,42.910856,-85.714015,125000
Single Family Residential,5760 Ivanrest Ave SW,Wyoming,MI,49418,,,,37897,,,,42.860155,-85.742343,102000
Single Family Residential,2306 Dalton Ave SW,Wyoming,MI,49519,2,1,1326,5300,1980,217,,42.9224073,-85.7112164,115000
Single Family Residential,3035 Longstreet Ave SW,Wyoming,MI,49509,2,1.5,1044,9583,1900,87,,42.908312,-85.6821329,111500
Single Family Residential,41 43rd St SW,Wyoming,MI,49548,3,1,1296,12900,1946,129,,42.886212,-85.666502,110000
Single Family Residential,2700 Avon Ave SW,Wyoming,MI,49519,,,,,,,,42.9152303,-85.7141749,113000
Single Family Residential,854 Beech Street Sw SW,Wyoming,MI,49509,3,1,1500,7840,1952,98,,42.892067,-85.686738,116900
Single Family Residential,3139 Birchwood Ave SW,Wyoming,MI,49548,3,1,1680,6534,1958,112,,42.907015,-85.672079,110000
Condo/Co-op,2751 Stonebluff Dr SW #87,Wyoming,MI,49519,2,2,1200,,1985,57,180,42.901278,-85.733234,114500
Condo/Co-op,5565 Rivertown Cir SW #3,Wyoming,MI,49418,,,,,,,,42.866635,-85.765275,117000
Single Family Residential,2118 Greenfield Ave SW,Wyoming,MI,49519,3,1,1970,8280,1946,192,,42.925787,-85.72295,120000
Condo/Co-op,2841 Harmony Ct #22,Wyoming,MI,49519,,,,,,,,42.910856,-85.714015,125000
Condo/Co-op,2661 Stonebluff Dr SW #65,Wyoming,MI,49519,,,,,,,,42.902052,-85.730616,125000
Single Family Residential,2523 44th St SW,Wyoming,MI,49519,3,1.5,1286,9583,1955,38,,42.8850013,-85.7271009,109000
Single Family Residential,2924 Highgate Ave SW,Wyoming,MI,49509,3,2,1557,6050,1955,206,,42.910848,-85.680312,122000
Single Family Residential,257 Leroy St SW,Wyoming,MI,49548,3,1.5,1557,10368,1949,86,,42.879414,-85.671701,110000
Condo/Co-op,3423 Stonebluff Ln SW #94,Wyoming,MI,49519,,,,,,,,42.901316,-85.732829,125000
Single Family Residential,2503 Avon Ave SW,Wyoming,MI,49519,4,1.5,1640,7405,1951,184,,42.9191274,-85.7149456,120000
Single Family Residential,2631 Wyoming SW,Wyoming,MI,49519,3,2,1404,6962,1930,203,,42.916606,-85.7217919,119000
Condo/Co-op,1773 Chateauridge Dr SW #9,Wyoming,MI,49519,2,2,1493,,1986,253,231,42.885429,-85.709124,118000
Single Family Residential,961 Cricklewood St SW,Wyoming,MI,49509,3,1.5,1626,6996,1951,239,,42.909832,-85.690195,115000
Single Family Residential,3415 Parkland Ave SW,Wyoming,MI,49509,3,2,1002,8102,1955,339,,42.902155,-85.702113,122500
Single Family Residential,738 Den Hertog St SW,Wyoming,MI,49509,3,1.5,1482,7192,1950,340,,42.907809,-85.684359,123000
Single Family Residential,230 56th SW,Wyoming,MI,49548,3,2,1800,16000,1978,364,,42.861934,-85.669541,123500
Condo/Co-op,2865 Harmony Ct SW #18,Wyoming,MI,49519,2,1,1064,,2005,262,200,42.911023,-85.714003,115000
Single Family Residential,1705 Royal Oak St SW,Wyoming,MI,49519,3,1,1413,12566,1956,304,,42.9054519,-85.707614,109000
Multi-Family (2-4 Unit),3009 Burlingame Ave SW,Wyoming,MI,49509,5,2,,23490,1930,248,,42.909664,-85.705701,123000
Single Family Residential,216 Lemyra St SE,Wyoming,MI,49548,,,,,,,,42.906587,-85.660808,120000
Single Family Residential,69 SW Oneida St,Wyoming,MI,49548,3,1.5,2210,7287,1940,46,,42.907099,-85.6683879,121900
Single Family Residential,3506 Hillcroft Ave SW,Wyoming,MI,49548,4,1,1464,6860,1950,100,,42.900535,-85.672522,116500
Single Family Residential,332 Burt St SE,Grand Rapids,MI,49548,3,2,1245,10510,1939,31,,42.890503,-85.657403,110000
Single Family Residential,129 36th St SE,Wyoming,MI,49548,4,2,2265,15228,1920,287,,42.8987258,-85.662357,122000
Single Family Residential,137 Wexford St SE,Wyoming,MI,49548,4,1,1176,6762,1941,213,,42.89979,-85.662266,112000
Single Family Residential,3021 Jefferson Ave SE,Wyoming,MI,49548,3,1,1600,8215,1945,274,,42.908596,-85.662183,112200
Single Family Residential,116 Lemyra SE,Wyoming,MI,49548,4,1.5,1650,9147,1945,73,,42.906624,-85.663404,115900
Single Family Residential,5510 Averill Ave SW,Wyoming,MI,49548,3,1,1862,8309,1982,4,,42.863978,-85.671092,107000
Single Family Residential,4611 Valleyridge Ave SW,Wyoming,MI,49519,,,,,,,,42.880828,-85.728246,112000
Single Family Residential,1532 50th St SW,Wyoming,MI,49509,,,,,,,,42.873615,-85.702737,114900
Single Family Residential,224 41st St SW,Wyoming,MI,49548,2,1,1278,7176,1947,203,,42.889338,-85.670968,102000
Single Family Residential,4919 Karen Ave SW,Wyoming,MI,49548,3,1.5,1368,7840,1954,112,,42.874521,-85.6717261,124000
Single Family Residential,829 40th SW,Wyoming,MI,49509,2,1,1152,5000,1951,191,,42.8918,-85.685845,108000
Single Family Residential,1130 40th St SW,Wyoming,MI,49509,,,,15682,,,,42.891257,-85.693207,121500
Single Family Residential,1489 Emma Ct SW,Wyoming,MI,49509,,,,9583,,,,42.889544,-85.701654,120052
Condo/Co-op,4341 Woods Trl SW #31,Wyoming,MI,49519,2,2,1415,,1988,253,238,42.885576,-85.708193,117000
Single Family Residential,3823 Illinois Ave SW,Wyoming,MI,49509,,,,,,,,42.894644,-85.6920559,124500
Single Family Residential,1039 44th St SW,Wyoming,MI,49509,3,2,1332,,1955,200,,42.8845468,-85.6908842,120000
Single Family Residential,3745 Hubal Ave SW,Wyoming,MI,49509,3,1,972,10018,1956,46,,42.896012,-85.710617,110500
Condo/Co-op,2749 Stonebluff Dr SW Unit 86,Wyoming,MI,49519,2,2,1270,,1986,196,180,42.901277,-85.733289,101000
Single Family Residential,2131 Greenview Ct SW,Wyoming,MI,49519,4,2,1764,10454,1959,336,,42.888817,-85.718586,117000
Single Family Residential,2103 Floyd St SW,Wyoming,MI,49509,3,1,1100,10890,1960,120,,42.891761,-85.717112,108000
Single Family Residential,2410 Lola St SW,Wyoming,MI,49519,3,1.5,1656,11040,1960,155,,42.9091189,-85.725469,123000
Single Family Residential,3956 Flamingo Ave SW,Wyoming,MI,49509,2,1.5,816,6732,1959,57,,42.892081,-85.695811,103500
Single Family Residential,2567 36th St SW,Wyoming,MI,49519,3,2,1188,,1950,108,,42.899595,-85.729204,122000
Single Family Residential,3704 Wyoming Ave SW,Wyoming,MI,49519,3,1,960,7840,1959,290,,42.897399,-85.721018,119000
Single Family Residential,2919 Meyer Ave SW,Wyoming,MI,49519,,,,,,,,42.91148,-85.713376,107000
Single Family Residential,3223 Burlingame Ave SW,Wyoming,MI,49509,3,2,1062,,1930,178,,42.905601,-85.70551,102000
Single Family Residential,3323 Boone Ave SW,Wyoming,MI,49519,,,,1960200,,,,42.904037,-85.7161069,115000
Single Family Residential,939 Kenneth St SW,Wyoming,MI,49509,4,2,1760,6969,1990,140,,42.8999719,-85.6892239,124000
Single Family Residential,918 34th St SW,Wyoming,MI,49509,3,1.5,1280,6098,1979,170,,42.902232,-85.688719,117000
Single Family Residential,1049 Buckingham St SW,Wyoming,MI,49509,3,2,1636,,1950,295,,42.909023,-85.6922,105000
Single Family Residential,731 Colrain St SW,Wyoming,MI,49509,,,,,,,,42.910874,-85.684218,108000
Single Family Residential,805 Kenneth SW,Wyoming,MI,49509,3,1,1139,12150,1930,277,,42.900049,-85.685935,109000
Single Family Residential,3127 SW Birchwood Ave,Wyoming,MI,49548,3,2,1888,6600,1952,151,,42.907347,-85.672092,115000
Single Family Residential,3130 Birchwood Ave SW,Wyoming,MI,49548,3,1.5,1654,10500,1956,25,,42.9071855,-85.6714788,123160
Single Family Residential,3326 Badger Ave SW,Wyoming,MI,49509,,,,,,,,42.903341,-85.682962,102500
Single Family Residential,2237 Camden Ave SW,Wyoming,MI,49519,,,,,,,,42.923571,-85.712915,107500
Single Family Residential,2005 Ithaca St SW,Wyoming,MI,49519,3,1,912,9000,1951,326,,42.92492,-85.715863,103000
Single Family Residential,2712 Byron Center Ave SW,Wyoming,MI,49519,3,2,1046,7540,1956,150,,42.915119,-85.72448,119900
Single Family Residential,2656 Byron Center Ave SW,Wyoming,MI,49519,3,1,1581,7670,1947,305,,42.9158894,-85.7246477,118000
Single Family Residential,2438 Miami Ave SW,Wyoming,MI,49519,1,1,720,4950,1952,49,,42.920029,-85.727948,120000
Single Family Residential,2105 Audobon St SW,Wyoming,MI,49519,3,2,1175,7980,1949,289,,42.918536,-85.717227,117000
Single Family Residential,2302 Collingwood Ave SW,Wyoming,MI,49519,3,2,1710,8276,1950,51,,42.922935,-85.7205401,103000
Single Family Residential,2308 Wyoming Ave SW,Wyoming,MI,49519,3,1,1674,8280,1925,21,,42.922807,-85.72166,112000
Single Family Residential,2141 Avon Ave SW,Wyoming,MI,49519,3,1,1242,6540,1951,330,,42.924948,-85.7165829,105000
Single Family Residential,2465 Byron Center Ave SW,Wyoming,MI,49519,,,,19602,,,,42.919469,-85.7256869,120000
Single Family Residential,1915 Blandford Ave SW,Wyoming,MI,49519,3,1.5,1450,5500,1939,297,,42.9301038,-85.7073145,105000
Single Family Residential,2554 Cherrywood Ct SW,Wyoming,MI,49519,,,,,,,,42.91842,-85.7202609,108333
Multi-Family (2-4 Unit),1821 Delwood Ave SW,Wyoming,MI,49509,4,2,,6300,1950,154,,42.9313253,-85.705263,104900
Single Family Residential,2361 Greenfield Ave SW,Wyoming,MI,49519,,,,,,,,42.9214849,-85.723547,108510
Single Family Residential,3409 Flamingo Ave SW,Wyoming,MI,49509,3,1,1070,5100,1978,270,,42.90211,-85.69627,104500
Single Family Residential,2436 Lola St SW,Wyoming,MI,49519,3,2,1400,10350,1935,268,,42.909103,-85.7264299,120000
Single Family Residential,4669 Pinehurst Ave SW,Wyoming,MI,49548,3,1,1240,,1951,189,,42.878228,-85.667263,107000
Single Family Residential,1157 Seneca SW,Wyoming,MI,49509,6,2,2606,4875,1929,123,,42.9313434,-85.6959105,110000
Single Family Residential,2522 Taft Ave SW,Wyoming,MI,49519,3,2,1536,4356,1949,252,,42.91849,-85.71154,115000
Single Family Residential,2863 Sharon Ave SW,Wyoming,MI,49519,,,,,,,,42.912087,-85.716582,109000
Single Family Residential,1928 Ithaca St SW,Wyoming,MI,49519,3,1,1180,8515,1951,361,,42.925379,-85.714432,109000
Single Family Residential,146 Honeoye St SW,Wyoming,MI,49548,3,1.5,2080,11400,1951,228,,42.9120566,-85.670465,115000
Single Family Residential,1029 Iowa St SW,Wyoming,MI,49509,3,1,1130,8487,1955,224,,42.8932689,-85.690867,115000
Single Family Residential,2523 Parkdale Ave SW,Wyoming,MI,49519,3,1,1362,8400,1952,246,,42.918877,-85.730745,120000
Single Family Residential,2250 Avon Ave SW,Wyoming,MI,49519,3,2,1760,4880,1957,322,,42.923086,-85.714466,104900
Single Family Residential,120 34th SE,Wyoming,MI,49548,3,2,1157,,1925,217,,42.902268,-85.663189,113000
Single Family Residential,806 32nd St SW,Wyoming,MI,49509,,,,7841,,,,42.905858,-85.686096,123500
Single Family Residential,2435 Wilex Ct SW,Wyoming,MI,49519,3,1.5,1400,15463,1964,331,,42.900823,-85.725311,125000
Single Family Residential,3503 Buchanan SW,Wyoming,MI,49548,3,2,1014,6860,1940,143,,42.90067,-85.670753,124696
Single Family Residential,3861 Illinois Ave SW,Wyoming,MI,49509,3,1.5,2300,7991,1955,59,,42.893612,-85.692014,121000
Single Family Residential,4863 Byron Center Ave SW,Wyoming,MI,49519,3,1,1600,6625,1949,9,,42.876137,-85.724079,115000
Single Family Residential,3448 Flamingo Ave SW,Wyoming,MI,49509,3,1,1902,5227,1956,193,,42.900999,-85.695631,118000
Condo/Co-op,2692 Stonegate Dr SW #25,Wyoming,MI,49519,,,,,,,,42.902696,-85.732548,105500
Single Family Residential,2155 Avon Ave SW,Wyoming,MI,49519,3,1,1288,8550,1964,252,,42.924998,-85.716097,123000
Single Family Residential,3948 Mallory Ave SW,Wyoming,MI,49519,2,1.5,1275,9240,1956,144,,42.892413,-85.715978,124153
Single Family Residential,855 Ariebill St SW,Wyoming,MI,49509,,,,,,,,42.894117,-85.686846,117000
Single Family Residential,1732 Martindale Ave SW,Wyoming,MI,49509,,,,4792,,,,42.932541,-85.698909,120000
Single Family Residential,2218 Dalton Ave SW,Wyoming,MI,49519,,,,,,,,42.924089,-85.711191,106300
Single Family Residential,104 Colrain St SE,Grand Rapids,MI,49548,,,,,,,,42.910229,-85.663946,105000
Single Family Residential,300 Pickett St SW,Wyoming,MI,49548,3,1.5,896,14000,1948,77,,42.877059,-85.671993,125000
Single Family Residential,112 Buckingham St SW,Wyoming,MI,49548,2,1,1327,7315,1945,294,,42.908369,-85.6684439,115000
Single Family Residential,3835 Illinois Ave SW,Wyoming,MI,49509,3,1.5,2088,7971,1955,130,,42.89428,-85.692037,124900
Single Family Residential,512 Mae-Thy,Wyoming,MI,49548,,,,13068,,,,42.908526,-85.65378,118000
Single Family Residential,1018 40th St SW,Grand Rapids,MI,49509,,,,16117,,,,42.89125,-85.690457,105000
Single Family Residential,2821 Longstreet Ave SW,Wyoming,MI,49509,3,1,1582,5280,1980,164,,42.912391,-85.682303,106000
Single Family Residential,2755 Charlesgate Ave SW,Wyoming,MI,49509,3,1,942,,1954,165,,42.914022,-85.680494,114900
Single Family Residential,650 Marcia St SW,Wyoming,MI,49509,2,1,821,7797,1951,161,,42.894445,-85.681785,106000
Single Family Residential,2936 West Ave SW,Wyoming,MI,49519,2,2,1626,9735,1952,112,,42.910877,-85.71454,105000
Single Family Residential,258 Lemyra SE,Wyoming,MI,49548,3,1,1406,10332,1949,57,,42.906579,-85.659474,116400
Single Family Residential,2716 Byron Center Ave SW,Wyoming,MI,49519,3,1.5,1756,7540,1934,101,,42.9149475,-85.724583,122000
Single Family Residential,2051 Michael SW,Wyoming,MI,49509,3,2,1400,4356,1997,329,,42.926506,-85.6956258,104500
Single Family Residential,2221 Thornwood St SW,Wyoming,MI,49519,2,1,1000,9180,1949,266,,42.917678,-85.71989,125000
Single Family Residential,3325 Highgate Ave SW,Wyoming,MI,49509,2,1,728,18164,1946,184,,42.903405,-85.6806579,103000
Single Family Residential,2237 Wyoming Ave SW,Wyoming,MI,49519,4,2,2424,8276,1940,18,,42.923819,-85.722377,124500
Single Family Residential,40 Celia St SW,Wyoming,MI,49548,,,,10890,,,,42.909259,-85.6674,115000
Single Family Residential,4242 Buchanan Ave SW,Wyoming,MI,49548,3,2.5,2288,8712,1949,260,,42.8866749,-85.669539,118000
Single Family Residential,1807 Delwood Ave SW,Wyoming,MI,49509,5,3,2778,8276,1949,184,,42.931785,-85.705326,123000
Single Family Residential,3734 Perry Ave SW,Wyoming,MI,49519,4,2,1738,9240,1958,112,,42.896437,-85.7172949,122700
Single Family Residential,1331 Rathbone St SW,Wyoming,MI,49509,4,1,1470,4443,1920,267,,42.936607,-85.700813,117000
Single Family Residential,3321 Herman Ave SW,Wyoming,MI,49509,3,1,900,8094,1953,51,,42.903384,-85.6904799,120000
Single Family Residential,705 Marcia St,Wyoming,MI,49509,3,2,1800,,1951,211,,42.8949939,-85.682627,125000
Single Family Residential,3849 Perry Ave SW,Wyoming,MI,49519,2,1,1238,11520,1959,235,,42.894149,-85.717964,122000
Single Family Residential,2940 Union Ave SE,Wyoming,MI,49548,3,2,1500,6580,1952,315,,42.909926,-85.653344,120000
Single Family Residential,1576 Denhertog St SW,Wyoming,MI,49509,3,1.5,1040,8276,1955,175,,42.907338,-85.7045009,109900
Single Family Residential,1430 Blanchard St SW,Wyoming,MI,49509,2,2,1334,8296,1955,283,,42.906403,-85.700857,123000
Single Family Residential,2212 Clarion Ave SW,Wyoming,MI,49519,4,2.5,1935,16560,1955,217,,42.924619,-85.71928,124000
Single Family Residential,849 Den Hertog St SW,Wyoming,MI,49509,2,2,1720,,1950,116,,42.90819,-85.687516,125000
Single Family Residential,3442 Boone Ave SW,Wyoming,MI,49519,3,1.5,1482,11761,1953,133,,42.901672,-85.715069,124900
Single Family Residential,722 Colrain St SW,Wyoming,MI,49509,,,,,,,,42.910321,-85.683915,124000
Single Family Residential,135 Abbie St SE,Wyoming,MI,49548,,,,,,,,42.893832,-85.662145,109000
Single Family Residential,948 Colrain St SW,Wyoming,MI,49509,3,2,1161,6996,1950,329,,42.9102261,-85.6897929,125000
Single Family Residential,3917 Colby Ave SW,Wyoming,MI,49509,3,2,1271,5300,1948,242,,42.892454,-85.693465,116000
Single Family Residential,622 Marcia St SW,Wyoming,MI,49509,2,2,821,7752,1951,32,,42.8944502,-85.6807508,120000
Single Family Residential,2112 La Crosse SW,Wyoming,MI,49519,4,1,1422,8712,1949,101,,42.8920838,-85.7174543,115000
Single Family Residential,2836 Sharon SW,Wyoming,MI,49519,3,1,1400,8276,1949,171,,42.912773,-85.715875,114900
Single Family Residential,2954 Woodward SW,Wyoming,MI,49509,3,1.5,1680,10032,1951,135,,42.910247,-85.682705,119900
Single Family Residential,787 Bungalow St SW,Wyoming,MI,49509,,,,6970,,,,42.901146,-85.683347,104000
Single Family Residential,937 Bryant St SW,Wyoming,MI,49509,,,,,,,,42.901889,-85.689275,115000
Single Family Residential,1633 Martindale Ave SW,Wyoming,MI,49509,3,2,1875,4770,1946,154,,42.93454,-85.699648,116700
Single Family Residential,2021 Roos Ave SW,Wyoming,MI,49509,,,,,,,,42.927406,-85.689639,119900
Single Family Residential,3737 Heron Ave SW,Wyoming,MI,49509,3,1,1098,5227,1992,42,,42.8951009,-85.699512,117000
